rubric,date,url,link,title,text,autor
5,2021-05-01,https://www.kommersant.ru/archive/rubric/5/day/2021-05-01,https://kommersant.ru/doc/4800358,Боррель назвал неприемлемыми ответные санкции России против чиновников ЕС,"Глава европейской дипломатии Жозеп Боррель считает санкции России против восьми чиновников Евросоюза неприемлемыми, безосновательными и необоснованными. Россия 30 апреля запретила въезд восьми гражданам стран ЕС в ответ на включение в санкционный список шести российских граждан.  «Действия России не помешают ЕС продолжать отстаивать права человека, демократию и международное право, а также привлекать к ответственности виновных в нарушениях прав человека. Это решение, прямо направленное против ЕС и его государств-членов, неприемлемо, лишено каких-либо юридических оснований и необоснованно»,— говорится в заявлении господина Борреля.  По мнению Брюсселя, Россия таким образом «избрала путь конфронтации вместо того, чтобы стремиться переломить негативную траекторию» двусторонних отношений. Господин Боррель выразил солидарность людям из санкционного списка России. Под ограничения Москвы попали председатель Европарламента Давид Сассоли, зампред Европейской комиссии по вопросам ценностей и транспарентности Вера Юрова и другие чиновники. ЕС ранее заявил, что оставляет за собой право принять ответные меры. Ограничения, введенные Россией, стали реакцией на санкции ЕС против нескольких высокопоставленных должностных лиц России по делу Алексея Навального.  Подробнее о санкциях Брюсселя читайте в публикации “Ъ” «У санкций два союзника — США и ЕС».",NaN
5,2021-05-01,https://www.kommersant.ru/archive/rubric/5/day/2021-05-01,https://kommersant.ru/doc/4800356,Монголия получила партию вакцины «Спутник V»,"Партия российской вакцины от коронавируса «Спутник V» прибыла в Монголию, сообщает Российский фонд прямых инвестиций (РФПИ). «""Спутник V"" прибыл в Монголию сегодня!» — говорится в сообщении в Twitter. https://twitter.com/sputnikvaccine/status/1388546465702809602 Минздрав Монголии зарегистрировал «Спутник V» в начале февраля. Решение о регистрации в этой стране было принято по ускоренной процедуре без проведения дополнительных клинических исследований на территории государства. Локальным партнером РФПИ выступила фармацевтическая компания Mongol Emimpex Concern LLC. «Спутник V» был зарегистрирован в России в августе 2020 года. Сейчас вакцина одобрена в 64 странах.",NaN
5,2021-05-01,https://www.kommersant.ru/archive/rubric/5/day/2021-05-01,https://kommersant.ru/doc/4800349,Представитель Ирана сообщил о прогрессе в переговорах по «ядерной сделке»,"Главный переговорщик от Ирана Аббас Арагчи заявил, что темп переговоров по ядерному соглашению «по понятым причинам немного замедлился», но прогресс при этом был. «Когда мы начали писать черновые варианты соглашения, в некоторых областях прогресс, естественно, немного замедлился, однако есть тенденция двигаться вперед»,— цитируют государственные СМИ слова заместителя главы МИД Ирана Аббаса Арагчи после переговоров в Вене (перевод по Reuters).  Ранее совместная комиссия по ядерной сделке с Ираном подвела промежуточные итоги переговоров. Постпред РФ при международных организациях в Вене Михаил Ульянов заявил, что есть основания «для осторожного оптимизма». Переговоры продолжатся в пятницу, 7 мая. Третий раунд диалога по СВПД в отношении ядерной программы Ирана начался в Вене в апреле. По итогам первой недели были сформированы две экспертные группы по ядерным вопросам и отмене антииранских санкций, введенных Вашингтоном. На этой неделе к переговорам присоединилась делегация США.  Подробнее о ядерной программе Ирана читайте в публикации “Ъ” «Иранские центрифурии».",NaN
5,2021-05-01,https://www.kommersant.ru/archive/rubric/5/day/2021-05-01,https://kommersant.ru/doc/4800341,Глава МИД Франции осудил введение Россией санкций против чиновников ЕС,"Министр иностранных дел Франции Жан-Ив Ле Дриан решительно осудил принятые Россией меры против ряда европейских чиновников. Глава МИДа выразил им свою солидарность. «Я решительно осуждаю принятые вчера Россией меры против ряда европейских чиновников, в том числе депутата Жака Мэра (член французской делегации в ПАСЕ.— “Ъ”)»,— написал господин Ле Дриан в Twitter. «Мы ожидаем от России ответственного поведения, которое необходимо для снижения нынешней напряженности»,— отметил он. Россия внесла в черный список восемь граждан стран Евросоюза, в том числе представителей официальных структур ЕС. Решение связано с введенными ранее европейскими антироссийскими санкциями. После ЕС предупредил Россию об ответных мерах на санкции. Напомним, 2 марта США и ЕС ввели персональные антироссийские санкции из-за дела оппозиционера Алексея Навального. Под ограничения попали высокопоставленные должностные лица России, научные организации и компании.  Подробнее читайте в публикации “Ъ” «У санкций два союзника — США и ЕС».",NaN
5,2021-05-01,https://www.kommersant.ru/archive/rubric/5/day/2021-05-01,https://kommersant.ru/doc/4800332,"«Россия может влиять на общий климат, который позволит Ливану стать более стабильным»","Вслед за визитами делегации «Хезболлы» и недавно назначенного премьер-министра Ливана Саада Харири на этой неделе Москву посетил лидер христианского «Свободного патриотического движения», зять президента Ливана Мишеля Ауна, экс-министр иностранных дел Джебран Басиль, попавший в ноябре прошлого года под американские санкции. Его разногласия с господином Харири считаются основным препятствием для формирования правительства в Ливане. Зачем ливанские политики зачастили в Москву, как живется под санкциями и есть ли у него президентские амбиции Джебран Басиль рассказал в интервью корреспонденту “Ъ” Марианне Беленькой. — В последнее время мы видим паломничество ливанских политиков в Москву: представители «Хезболлы», Саад Харири, теперь вы. Почему такая активность и что вы ждете от Москвы? — И у нас, и у России есть взаимное желание обсудить происходящее в Ливане и регионе в целом. Мы видим большое совпадение во взглядах с Россией относительно восстановления баланса не только в регионе, но и в международных отношениях в целом. С учетом понимания региона и живущих здесь народов, которое есть у Москвы, она может способствовать достижению стабильности без гегемонии и вмешательства во внутренние дела. Ливану нужна стабильность. А для этого нужно осуществить реформы, а для этого, в свою очередь, нужно правительство, которое реализует стоящие перед ним задачи. Но правительство не может быть создано без учета желаний ливанцев, их уважения друг к другу. — Поступали ли от Москвы конкретные предложения по урегулированию правительственного кризиса в Ливане? — Москва не вмешивается во все нюансы ливанской политики, это дело самих ливанцев. Но некоторые ливанцы доносят до Москвы лживую информацию, которая может искажать реальность. Мы живем в мире большой политической лжи. И наш долг — разъяснять факты. Москва не выступала с какими-либо инициативами по Ливану. Скорее, она проявила заинтересованность в том, чтобы мы преодолели кризис. И мы готовы выполнить желание любого нашего друга, который действует нейтрально. Мы не хотим, чтобы в наши дела влезали извне, но мы принимаем помощь, которая может обеспечить стабильность страны. И мы откликнемся на каждое посредничество такого рода. И другие ливанцы должны поступить так же, а не бегать от фактов и ответственности. — Но все равно звучит странно — Москва не вмешивается в ваши дела, но вы все зачем-то приезжаете сюда.  — Я сказал, не вмешивается во все нюансы внутренних проблем. Однако Россия может влиять на общий климат, который позволит Ливану стать более стабильным. Стабильность Ливана не только в наших интересах. Россия сейчас присутствует в Сирии.  Хаос в Ливане влияет на ситуацию в регионе — на обострение радикализма и терроризма, угрожает национальной безопасности самой России, более того — безопасности Европы и всего мира. Ливан — страна тонкого равновесия. Любое нарушение этого равновесия может привести к тому, что региональные или международные силы, которые стремятся к экспансии, попытаются заполнить возникший вакуум, поощряя экстремистские элементы. Ливан уже проходил через это, и регион тоже. Москва может сыграть положительную роль, чтобы не допустить такого развития событий. Она заинтересована в этом. И мы открыты любым внешним или внутренним инициативам, которые не нарушают конституции и суверенитета Ливана. И каждый, кто разговаривает с нами, видит наше желание и готовность жертвовать собой для достижения политического решения в стране. Наш приоритет — остановить крах. — С кем вы встречались в Москве и обсуждали ли какие-либо проекты в социально-экономической сфере? — Мои официальные встречи были с заместителем министра иностранных дел Михаилом Богдановым и, конечно, с главой МИД Сергеем Лавровым. Мы также встречались с главой комитета по международным делам в Государственной думе и первым заместителем председателя комитета СФ по международным делам. Я рассказал им о «восточной инициативе», или «рынке региона Машрик», т. е. общем рынке между Сирией, Ливаном, Ираком и Иорданией, а также о создании там общего газового форума. И я предложил своим собеседникам несколько идей участия России: строительство нефтеперерабатывающих заводов на юге и севере Ливана, железных дорог, которые свяжут упомянутые страны, трубопроводов для нефтегазовых проектов на шельфе и суше, линии электрических сетей. Эти проекты будут способствовать восстановлению Сирии и Ирака, а также стимулируют ливанскую экономику и помогут ей преодолеть коллапс финансовой системы. — Обсуждали ли вы «Спутник V»? — Да, Сергей Лавров упомянул об отправке Россией в Ливан гуманитарной партии вакцин в ответ на просьбу нашего президента, а также речь шла о платных поставках. «Спутник» осуществил прорыв не только в завоевании рынков, но и умов на Востоке и на Западе. — Хотелось бы остановиться на ливанских проблемах. Насколько я понимаю, основная проблема в формировании правительства — отказ президента Мишеля Ауна и вас позволить Сааду Харири назначить двух министров из христианской общины и сохранить за собой треть портфелей. Почему он не может назначать христианских министров? — Если Саад Харири согласится с назначением президентом республики мусульманских министров, у нас не будет возражений против назначения им христианских министров. Ливан — страна, где должен соблюдаться паритет (христианская и мусульманская общины составляют по 50% населения страны.— “Ъ”), и каждая сторона должна принимать другую. Мы соглашаемся с тем, что среди христиан есть разнообразие политических направлений, и другие христиане могут быть представлены в правительстве. В свою очередь, Харири должен согласиться, что другие сунниты могут быть представлены в правительстве. Но мы не должны придираться к цифрам. Речь о правительстве технократов. Мы с самого начала говорили, что у «Свободного патриотического движения» (СПД) не будет партийных министров из числа политических фигур. И все, что касается разговоров о «трети», неверно и недействительно. У нас не будет прямого политического влияния на этих министров. Но некоторые, особенно Харири, стремятся к тому, чтобы получить в правительстве половину мест плюс одно и самому назначать министров. И вне зависимости от нашей позиции, а в худшем случае мы не будем участвовать в правительстве, нет проблем, есть другие (политические силы.— “Ъ”). Согласятся ли они с такой постановкой вопроса? Я не думаю, что кто-то в Ливане согласится с тем, что премьер-министр в одиночку будет назначать министров. Правительство в Ливане создается только указом, одобренным и президентом республики, и премьер-министром, и это правительство должно получить одобрение большинства членов парламента. Ливан не эмират. Это парламентская республика.   — Почему не получается отказаться от конфессионального принципа распределения мест в правительстве в пользу правительства-технократов? — СПД — светская политическая сила. Мы считаем нашу систему, основанную на распределении должностей между конфессиями, неудачной. Мы поддерживаем создание гражданского государства и выступаем за прекращение этих конфессиональных разделений. Но пока наша конституция и наша политическая система остаются такими как есть, все должны следовать им. Не может быть такого, что христиане соблюдают закон, а мусульмане нет. Мы все граждане одной категории — и все относимся к одной стране, и в конституции говорится о паритете (между мусульманами и христианами.— “Ъ”). Но надо поменять эту систему, так как она нежизнеспособна. Она не способствовала борьбе с коррупцией, а, наоборот, с помощью своего принципа конфессионализма защищала коррупцию. Поэтому мы за перемены. — В следующем году истекают президентские полномочия Мишеля Ауна. Есть ли у вас желание стать следующим президентом? Например, на днях кувейтская газета «Ар-Рай» написала, что вы пообещали разорвать связи с «Хезболлой», если США гарантируют вам поддержку. — Подобные публикации — из области мифов и кино. Они живут в воображаемом, а не реальном мире. Я попал под американские санкции, потому что не подчинился решению США разойтись с «Хезболлой». Мой единственный приоритет, а также это приоритет президента республики — остановить крах Ливана. И мы ни о чем другом не думаем. Ливан важнее президентства. Обвинения в мой адрес — политическое и моральное убийство, которому я подвергаюсь из-за моей позиции. Она включает непринятие идеи присвоения палестинским и сирийским беженцам в Ливане гражданства или статуса постоянного местного жительства. Мы требуем возвращения находящихся в Ливане палестинских и сирийских беженцев на свою землю, отстаиваем суверенитет страны, выступаем за равноправные ливано-сирийские отношения, возвращение Сирии в арабское сообщество (Лигу арабских государств.— “Ъ”), боремся с терроризмом и противостоим внешнеполитическому давлению, которое заставляет Ливан смириться с израильской агрессией. Я расплачиваюсь за свою поддержку реформ и свое противодействие коррумпированной системе, которая привела к краху Ливана, и за позиции, требующие равных прав для всех ливанцев. К христианину нужно относиться как к мусульманину и наоборот. — Не будет ли эффективнее делать что-то для Ливана, находясь на посту президента? — Было уже не раз доказано, что самого по себе поста президента недостаточно. Дайте нам расширенную финансовую и административную децентрализацию на муниципальном уровне и забирайте пост президента. Если в Ливане дадут возможность провести реальные реформы, в том числе реформу политической системы, остановить коррупцию, пусть тогда забирают пост президента. Президентство — это средство, а не цель.  — Какие сейчас отношения между вашей партией и «Хезболлой»? После того как осенью прошлого года США ввели против вас санкции, появились заявления представителей «Свободного патриотического движения», что союз с «Хезболлой» себя не оправдал. Это так? — Это неправда.  Цель нашего соглашения с «Хезболлой» — сохранение национального единства, защита территориальной целостности Ливана и борьба с экстремизмом и терроризмом. Это соглашение до сих пор служит этим целям, и мы должны сохранить его и эти цели, но оно не помогло нам в строительстве государства и борьбе с коррупцией. Поэтому мы работаем над усовершенствованием наших договоренностей по согласованию с «Хезболлой». Наш приоритет — возрождение государственности. Мы знаем, что «Хезболла» и регион находятся под большим давлением, и некоторые планировали крах Ливана, чтобы ослабить «Хезболлу». Однако, наоборот, крах страны только способствует хаосу и никому не приносит выгоды. Поэтому и мы, и они хотим сохранить наше соглашение с тем, чтобы его имплементация способствовала возрождению государственности в Ливане. — Как повлияли американские санкции на вашу жизнь? — Санкции не затрагивают меня лично, поскольку у меня нет средств и счетов за рубежом. Это даже помогло мне. Я раскрыл все свои счета, все свои средства и имущество за рубежом, а в Ливане я сделал это еще раньше. На политическом уровне они хотели причинить мне моральный вред через санкции, и это могло бы сработать в отношении кого-нибудь, но лично я не пострадал. Есть много ливанцев и в целом людей в мире, которые понимают, что я столкнулся с несправедливостью, обвинениями, построенными на лжи без доказательств. И когда санкции снимут, я стану только сильнее, выйду из этой ситуации победителем. Это будет мне только на пользу и не причинит вреда.",NaN
5,2021-05-01,https://www.kommersant.ru/archive/rubric/5/day/2021-05-01,https://kommersant.ru/doc/4800336,Более 200 человек задержаны в Стамбуле за попытку провести первомайскую акцию,"Турецкая полиция задержала более 200 человек, которые пытались провести первомайский митинг в Стамбуле вопреки запрету, связанному с пандемией коронавируса. Их задержали во время марша в сторону площади Таксим, традиционного места протестов, сообщает AFP. Задержания прошли в других близлежащих районах, включая улицу Истикляль. Позже канцелярия губернатора Стамбула сообщила, что были задержаны 212 человек. По словам корреспондента агентства, полицейские силой оттеснили толпу, используя свои щиты, в то время как другие сотрудники правоохранительных органов оттаскивали протестующих. По меньшей мере 11 человек также были задержаны в Анкаре после попытки провести первомайские демонстрации, сообщают местные СМИ. Турция находится в полной изоляции с 29 апреля. По официальным данным, в пятницу, 30 апреля, в Турции от COVID-19 умерли 394 человека. Напомним, 26 апреля президент Турции Реджеп Тайип Эрдоган объявил в стране локдаун. «Полная изоляция» продлится до 17 мая.  Подробнее о локдауне читайте в публикации “Ъ FM” «Турцию накрыл локдаун».",NaN
5,2021-05-01,https://www.kommersant.ru/archive/rubric/5/day/2021-05-01,https://kommersant.ru/doc/4800335,Во Франции число задержанных на первомайских акциях превысило 30 человек,"В ходе проходящей в Париже акции в честь Дня международной солидарности трудящихся были задержаны 34 человека. На демонстрации в Лионе ранее задержали пятерых. На акциях в этих двух городах начались беспорядки, полиции пришлось применить слезоточивый газ. https://twitter.com/Jake_Hanrahan/status/1388502365817479176 В Лионе в ходе столкновений с участниками акции пострадали 27 полицейских, сообщила в Twitter региональная прокуратура. По ее данным, в беспорядках участвовала группа из 200 «враждебно настроенных граждан». В общей сложности на акцию в городе вышло 3 тыс. человек. В Париже марш демонстрантов почти на два часа был прерван из-за стычек с полицией. Задержали 34 человека, рассказал глава МВД Франции Жеральд Дарманен. Он написал в Twitter, что задержанные «пришли не для того, чтобы манифестировать, а чтобы все рушить». Из-за акции в городе закрыты несколько станций метро, передает французский телеканал BMF TV.  Первомайские акции также прошли во французских городах Марселе, Нанте, Рене и Тулузе, там никого не задержали. По расчетам французских властей, на демонстрации по всей стране 1 Мая в общей сложности выйдут около 100 тыс. человек.",NaN
5,2021-05-01,https://www.kommersant.ru/archive/rubric/5/day/2021-05-01,https://kommersant.ru/doc/4800325,Постпред РФ заявил о поводах для оптимизма на переговорах по «ядерной сделке»,"Совместная комиссия по ядерной сделке с Ираном подвела промежуточные итоги переговоров, сообщил постпред РФ при международных организациях в Вене Михаил Ульянов. По его словам, есть основания «для осторожного оптимизма». Переговоры продолжатся в пятницу, 7 мая. Господин Ульянов рассказал в Twitter, что на переговорах был «отмечен устойчивый прогресс», но есть еще «немало нерешенных вопросов». Каких именно, он не уточнил. «Рано впадать в эйфорию, но есть основания для осторожного и все более уверенного оптимизма. Имеется общий настрой стремиться к успешному завершению переговоров недели через три. Получится ли? Посмотрим»,— написал российский дипломат.  Третий раунд диалога по СВПД в отношении ядерной программы Ирана начался в Вене в апреле. По итогам первой недели были сформированы две экспертные группы по ядерным вопросам и отмене антииранских санкций, введенных Вашингтоном. На этой неделе к переговорам присоединилась делегация США. Белый дом определил список санкций, которые он готов отменить ради возвращения «ядерной сделки». Подробнее о ядерной программе Ирана читайте в материале “Ъ” «Иранские центрифурии».",NaN
5,2021-05-01,https://www.kommersant.ru/archive/rubric/5/day/2021-05-01,https://kommersant.ru/doc/4800319,Марин поспешила к Жанне,"Сегодня по случаю 1 Мая во Франции проходят многочисленные демонстрации: левых сил, профсоюзов и даже остатков «желтых жилетов». Отдельную демонстрацию устроила председатель «Национального объединения» Марин Ле Пен. По традиции, она возложила венок к памятнику Жанне д`Арк на площади у Лувра. На ее улице праздник — опрос общественного мнения поставил ее на первое место в рейтинге претендентов от оппозиции. Рассказывает корреспондент “Ъ” во Франции Алексей Тарханов. Золотая статуя Орлеанской девы с развевающимся флагом стоит в Париже рядом с Лувром на площади Пирамид. Каждое Первое мая Марин Ле Пен устраивает торжественное шествие и возлагает к подножию статуи венок, обвитый трехцветной лентой. Венок пролежит у пьедестала до осени, высохнув, но сохранив смысл майского послания. Сегодня у него был особенно свежий предлог. Марин Ле Пен взлетела за один месяц в опросах общественного мнения на восемь пунктов. Ежемесячный зондаж был проведен Kantar TNS MB по заказу Le Figaro Magazine. В отличие от опроса 14 апреля, он не касался того, способна ли Марин Ле Пен составить конкуренцию действующему президенту на будущих выборах. Речь шла о том, кто из не входящих в правящий блок политиков имеет лучший рейтинг доверия. Марин Ле Пен достигла 34%, это самый высокий результат, которого она когда-либо добивалась. Сегодняшнее выступление Марин Ле Пен было вновь направлено на «дедьяволизацию» крайне правых. Она обращалась не к членам «Национального объединения», а ко всей стране. Марин Ле Пен заявила, что ей близки интересы всех групп населения: «Мы только что пережили четыре года хаоса, разобщенности и раздробленности. Постоянного насилия, в частности насилия против французского народа. Я хочу быть президентом гражданского мира, национального объединения и национального союза. Многое предстоит сделать, чтобы восстановить то, что Эмманюэль Макрон сознательно разрушал на протяжении четырех лет».  Понятно, на рост ее популярности изрядно поработали в марте—апреле хулиганы, антисемиты и исламисты. Сначала на процессе о нападении на полицейских в городке Вири-Шатийон, когда два экипажа патрульных были едва не сожжены заживо «коктейлями Молотова», суд оправдал 8 из 13 «каналий предместий». Затем суд высшей инстанции освободил выходца из Мали от уголовной ответственности за смерть 67-летней еврейки Сары Халими под предлогом его наркотической невменяемости в момент убийства, и, наконец, иммигрант из Туниса, психически больной любитель детской порнографии, зарезал в полицейском участке в Рамбуйе мать двоих детей, 49-летнюю Стефани Монферме. Как водится, недовольство действующими политиками вылилось в дополнительные проценты поддержки, отданные главной их противнице. И все же это только виртуальные проценты. Первый реальный опрос будет устроен этим летом на участках муниципальных выборов. Результат кандидатов «Национального объединения» косвенно скажется и на личном рейтинге Марин Ле Пен. Сегодня же она вновь продемонстрировала свое желание расширить избирательную базу. Ей нет нужды уговаривать своих сторонников. «Национальное объединение» еще с тех времен, когда оно было «Национальным фронтом», может похвастаться полной лояльностью членов партии. Проблема в том, что для победы в 2022 году Марин Ле Пен нужны чужие поклонники. По последним опросам сторонники Марин Ле Пен несколько помолодели — на смену поколениям «нацфронтистов» прошлых лет, людей за сорок, появился спрос на ее идеи у 25–35-летних. Однако более молодые высказываются скорее в пользу левака Жан-Люка Меланшона или центриста-президента Макрона.  В своей первомайской речи она принялась критиковать нынешнего президента за близорукость к интересам молодежи, тяжело пережившей санитарный кризис, потерявшей не только надежды на карьеру, но и все былые возможности подработки во время учебы и дошедшей до очередей за продовольственной помощью. Председатель «Национального объединения» пообещала им специальную экономическую политику. Молодым людям до 30 лет она предложила заняться организацией собственного бизнеса, гарантируя им пятилетнее освобождение от налогов и государственную помощь в размере тех средств, которые они сами вложат в организацию. В свидетели правильности такой политики она призвала саму национальную героиню: «В необычайной молодости Жанны д`Арк, 17-летней во время снятия осады Орлеана, я вижу повод подчеркнуть, какую надежду мы должны возлагать на нашу молодежь».",NaN
5,2021-05-01,https://www.kommersant.ru/archive/rubric/5/day/2021-05-01,https://kommersant.ru/doc/4800322,Посол России вызван в МИД Швеции из-за санкций Москвы против чиновников ЕС,"В МИД Швеции был вызван посол России в этой стране, сообщает AFP со ссылкой на официального представителя шведского МИДа. Матс Самуэльссон сообщил агентству, что российского посла вызвали «для выражения наших протестов в связи с российскими мерами». Ранее Москва запретила въезд в Россию восьми чиновникам ЕС. Послом РФ в Швеции является Виктор Татаринцев. «В отличие от санкций ЕС... санкции России являются произвольными, юридически неясными и являются выражением политических мотивов»,— сообщили в министерстве. Среди тех, кому запретили въезд в Россию,— Оса Скотт — руководитель лаборатории Шведского агентства оборонных исследований (FOI), специализирующейся на токсичных веществах. Он помог подтвердить, что российский оппозиционер Алексей Навальный был «отравлен нервно-паралитическим веществом “Новичок”». Генеральный директор FOI Йенс Маттссон заявил, что «совершенно неприемлемо, что Россия вводит необоснованные санкции против исследователя, выполняющего свою работу». Санкции не повлияют на работу института»,— говорится в заявлении господина Маттссона. Напомним, Россия внесла в черный список восемь граждан стран Евросоюза, в том числе представителей официальных структур ЕС. Решение связано с введенными ранее европейскими антироссийскими санкциями. 2 марта США и ЕС ввели персональные антироссийские санкции из-за дела господина Навального. Под ограничения попали высокопоставленные должностные лица России, научные организации и компании.  Подробнее читайте в публикации “Ъ” «У санкций два союзника — США и ЕС».",NaN
